#mpa_v30_CHOCOPhlAn_201901
clade_name	NCBI_tax_id	48K_relab	47K_relab	46K_relab	42K_relab	41K_relab	40K_relab	36K_relab	35K_relab	34K_relab	30K_relab	29K_relab	28K_relab	24K_relab	23K_relab	22K_relab	18K_relab	17K_relab	16K_relab	12K_relab	11K_relab	10K_relab	06K_relab	05K_relab	04K_relab
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0	0	0	0.03236	0.16072	0	0	0	0	0	0	0	0	0	0.18352000000000002	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	0	0	0	0.03236	0.16072	0	0	0	0	0	0	0	0	0	0.18352000000000002	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	2|1224|28216|80840|995019	0	0	0	0.03236	0.16072	0	0	0	0	0	0	0	0	0	0.18352000000000002	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella	2|1224|28216|80840|995019|577310	0	0	0	0.03236	0.16072	0	0	0	0	0	0	0	0	0	0.18352000000000002	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis	2|1224|28216|80840|995019|577310|487175	0	0	0	0.03236	0.16072	0	0	0	0	0	0	0	0	0	0.18352000000000002	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Verrucomicrobia	2|74201	0	0.11669000000000002	0	0	0.20463	0	0.08432	2.58053	0.01554	0	0	0	0	0.80501	2.97381	3.7928900000000003	4.75075	8.15365	0.26093	1.24474	0.48281999999999997	0.05325	0	0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	2|74201|203494	0	0.11669000000000002	0	0	0.20463	0	0.08432	2.58053	0.01554	0	0	0	0	0.80501	2.97381	3.7928900000000003	4.75075	8.15365	0.26093	1.24474	0.48281999999999997	0.05325	0	0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	2|74201|203494|48461	0	0.11669000000000002	0	0	0.20463	0	0.08432	2.58053	0.01554	0	0	0	0	0.80501	2.97381	3.7928900000000003	4.75075	8.15365	0.26093	1.24474	0.48281999999999997	0.05325	0	0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae	2|74201|203494|48461|1647988	0	0.11669000000000002	0	0	0.20463	0	0.08432	2.58053	0.01554	0	0	0	0	0.80501	2.97381	3.7928900000000003	4.75075	8.15365	0.26093	1.24474	0.48281999999999997	0.05325	0	0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia	2|74201|203494|48461|1647988|239934	0	0.11669000000000002	0	0	0.20463	0	0.08432	2.58053	0.01554	0	0	0	0	0.80501	2.97381	3.7928900000000003	4.75075	8.15365	0.26093	1.24474	0.48281999999999997	0.05325	0	0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia_muciniphila	2|74201|203494|48461|1647988|239934|239935	0	0.11669000000000002	0	0	0.20463	0	0.08432	2.58053	0.01554	0	0	0	0	0.80501	2.97381	3.7928900000000003	4.75075	8.15365	0.26093	1.24474	0.48281999999999997	0.05325	0	0
k__Viruses	10239	99.98389	98.83091999999999	88.81217	65.17154000000001	46.5601	72.39851	56.46516999999999	84.73496999999999	77.66995	97.05802	98.19289	88.0207	83.78579	70.80741	64.25661	72.61531	74.45091	78.0355	51.70453	69.08457	84.83174	79.50582	80.39999	77.93708000000001
k__Viruses|p__Viruses_unclassified	10239|	99.98389	98.83091999999999	88.81217	65.17154000000001	46.5601	72.39851	56.46516999999999	84.73496999999999	77.66995	97.05802	98.19289	88.0207	83.78579	70.80741	64.25661	72.61531	74.45091	78.0355	51.70453	69.08457	84.83174	79.50582	80.39999	77.93708000000001
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified	10239||	99.98389	98.83091999999999	88.81217	65.17154000000001	46.5601	72.39851	56.46516999999999	84.73496999999999	77.66995	97.05802	98.19289	88.0207	83.78579	70.80741	64.25661	72.61531	74.45091	78.0355	51.70453	69.08457	84.83174	79.50582	80.39999	77.93708000000001
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Myoviridae|g__Muvirus	10239|||28883|10662|186777	0	0	0	0	0.54415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Myoviridae|g__Muvirus|s__Escherichia_phage_D108	10239|||28883|10662|186777|665033	0	0	0	0	0.54415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Myoviridae|g__Myoviridae_unclassified	10239|||28883|10662|	0	0	0	0	0	0	4.40067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Myoviridae|g__Myoviridae_unclassified|s__Lactobacillus_prophage_Lj771	10239|||28883|10662||139871	0	0	0	0	0	0	4.40067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Podoviridae	10239|||28883|10744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39232	0	0	0	0	0	0	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Podoviridae|g__Podoviridae_unclassified	10239|||28883|10744|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39232	0	0	0	0	0	0	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Podoviridae|g__Podoviridae_unclassified|s__Enterococcus_phage_EF62phi	10239|||28883|10744||977801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39232	0	0	0	0	0	0	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Siphoviridae	10239|||28883|10699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25625	0	0	0	0	0	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_unclassified	10239|||28883|10699|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25625	0	0	0	0	0	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_unclassified|s__Clostridium_phage_PhiS63	10239|||28883|10699||1187894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25625	0	0	0	0	0	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales	10239|||548681	83.1436	85.28633	72.4981	57.0346	38.21206	60.74881	44.82908	71.68307	61.6743	77.87931999999999	82.30113	72.20945999999999	70.01581	55.349	52.44979	60.13136	60.95033000000001	62.0888	43.594840000000005	56.79475	73.5092	64.59111999999999	68.18678	63.88094
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Alloherpesviridae	10239|||548681|548682	80.77402	84.65796	70.61418	55.90342	37.4355	59.200990000000004	44.180659999999996	68.90182	60.70098	76.57217	80.17262	70.53959	69.40141	54.090619999999994	51.22043	59.136390000000006	60.60235	61.11111	42.68029	55.51849	71.62810999999999	63.16133000000001	66.2707	63.17613000000001
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Alloherpesviridae|g__Cyprinivirus	10239|||548681|548682|692606	80.77402	84.65796	70.61418	55.90342	37.4355	59.200990000000004	44.180659999999996	68.90182	60.70098	76.57217	80.17262	70.53959	69.40141	54.090619999999994	51.22043	59.136390000000006	60.60235	61.11111	42.68029	55.51849	71.62810999999999	63.16133000000001	66.2707	63.17613000000001
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Alloherpesviridae|g__Cyprinivirus|s__Anguillid_herpesvirus_1	10239|||548681|548682|692606|150286	1.66805	2.16702	1.56908	1.46862	0.87626	1.91431	0.89199	1.41303	1.9580400000000002	1.49023	3.23599	1.3329600000000001	1.32427	2.32803	1.5444	1.29396	1.51715	2.24159	1.31415	2.1282400000000004	1.9304	1.9576	2.12137	0.68819
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Alloherpesviridae|g__Cyprinivirus|s__Cyprinid_herpesvirus_3	10239|||548681|548682|692606|180230	79.10597	82.49093	69.0451	54.43481	36.55924	57.286680000000004	43.28867	67.48879000000001	58.74293	75.08194	76.93663000000001	69.20662	68.07714	51.76259	49.67603	57.84243000000001	59.0852	58.869519999999994	41.36614	53.39025	69.69771	61.20373000000001	64.14933	62.48795
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae	10239|||548681|10292	2.36958	0.62837	1.88392	1.13117	0.77656	1.5478100000000001	0.64842	2.78125	0.9733200000000001	1.30715	2.12851	1.66988	0.6144	1.2583799999999998	1.22937	0.99497	0.34798	0.97769	0.91455	1.27626	1.8810900000000002	1.42979	1.9160700000000002	0.7048
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Macavirus	10239|||548681|10292|548687	1.6370799999999999	0.62837	1.13747	0.8517100000000001	0.6098100000000001	0.88815	0.45982	1.4048	0.9733200000000001	0.17285	1.7662799999999999	1.35281	0.6144	0.50629	0.5511699999999999	0.6432100000000001	0.15997	0.69333	0.91455	0.15428	1.03339	0.9731	1.30263	0.19955
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Macavirus|s__Alcelaphine_gammaherpesvirus_1	10239|||548681|10292|548687|35252	1.6370799999999999	0.62837	1.13747	0.8517100000000001	0.6098100000000001	0.88815	0.45982	1.4048	0.9733200000000001	0.17285	1.7662799999999999	1.35281	0.6144	0.50629	0.5511699999999999	0.6432100000000001	0.15997	0.69333	0.91455	0.15428	1.03339	0.9731	1.30263	0.19955
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Rhadinovirus	10239|||548681|10292|10379	0.73249	0	0.74645	0.27946	0.16674	0.4857	0.1886	1.15236	0	1.1343	0.36222	0.31706	0	0.55375	0.67819	0.35175	0	0.28436999999999996	0	0.75934	0.8477	0.26608000000000004	0.47491000000000005	0.32739
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Rhadinovirus|s__Ateline_gammaherpesvirus_3	10239|||548681|10292|10379|85618	0.73249	0	0.74645	0.27946	0.16674	0.4857	0.1886	1.15236	0	1.1343	0.36222	0.31706	0	0.55375	0.67819	0.35175	0	0.28436999999999996	0	0.75934	0.8477	0.26608000000000004	0.47491000000000005	0.32739
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Simplexvirus	10239|||548681|10292|10294	0	0	0	0	0	0.17397	0	0	0	0	0	0	0	0.19834000000000002	0	0	0.18800999999999998	0	0	0.36264	0	0.19061	0	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Simplexvirus|s__Human_alphaherpesvirus_2	10239|||548681|10292|10294|10310	0	0	0	0	0	0.17397	0	0	0	0	0	0	0	0.19834000000000002	0	0	0.18800999999999998	0	0	0.36264	0	0.19061	0	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Varicellovirus	10239|||548681|10292|10319	0	0	0	0	0	0	0	0.22409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13853	0.17786
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Varicellovirus|s__Bovine_alphaherpesvirus_1	10239|||548681|10292|10319|10320	0	0	0	0	0	0	0	0.22409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13853	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Varicellovirus|s__Bovine_alphaherpesvirus_5	10239|||548681|10292|10319|35244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17786
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales	10239|||2169561	16.18582	13.54459	16.06325	8.13695	7.491230000000001	11.6497	6.729889999999999	12.79375	15.461120000000001	18.418570000000003	15.404910000000001	15.81124	13.516929999999999	14.9943	11.20086	12.48395	12.93188	15.690439999999999	8.05998	11.94962	10.96825	14.3803	12.05364	13.50736
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae	10239|||2169561|11632	16.18582	13.54459	16.06325	8.13695	7.491230000000001	11.6497	6.729889999999999	12.79375	15.461120000000001	18.418570000000003	15.404910000000001	15.81124	13.516929999999999	14.9943	11.20086	12.48395	12.93188	15.690439999999999	8.05998	11.94962	10.96825	14.3803	12.05364	13.50736
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Betaretrovirus	10239|||2169561|11632|140052	3.82586	4.25375	3.82079	1.9851299999999998	2.64758	3.3993599999999997	1.49727	4.012580000000001	2.7801299999999998	6.51699	5.22166	3.9744800000000002	2.3691400000000002	2.42951	2.17257	2.57212	3.8382699999999996	2.67349	2.77018	3.11999	3.0697799999999997	4.39161	3.72075	2.32556
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Betaretrovirus|s__Mouse_mammary_tumor_virus	10239|||2169561|11632|140052|11757	3.82586	4.25375	3.82079	1.9851299999999998	2.64758	3.3993599999999997	1.49727	4.012580000000001	2.7801299999999998	6.51699	5.22166	3.9744800000000002	2.3691400000000002	2.42951	2.17257	2.57212	3.8382699999999996	2.67349	2.77018	3.11999	3.0697799999999997	4.39161	3.72075	2.32556
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus	10239|||2169561|11632|153135	12.359960000000001	9.29084	12.24245	6.15182	4.84365	8.25034	5.23261	8.78118	12.68099	11.901580000000001	10.18324	11.83676	11.147789999999999	12.564789999999999	9.02829	9.91183	9.09361	13.01695	5.2898	8.82963	7.898460000000001	9.98869	8.332889999999999	11.1818
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus|s__Abelson_murine_leukemia_virus	10239|||2169561|11632|153135|11788	0.19717	0.83249	0.30139	0.45135	0.40396	0.39221999999999996	0.3046	0.31019	1.50442	1.14499	1.17003	0.76812	0.40699	0.22359	0.73022	0.56811	0.8477600000000001	0.45928	0	0	0	0.21486999999999998	0.76702	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus|s__Feline_leukemia_virus	10239|||2169561|11632|153135|11768	0.54175	0.34310999999999997	0.6624899999999999	0	0	0.10777	0.08369	0.17046	0.1181	0.12584	0.8037	0.1407	0.22365	0	0.10032	0.62438	0.11647	0.12619	0	0.22464	0	0	0.21075	0.14528
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus|s__Koala_retrovirus	10239|||2169561|11632|153135|394239	0	0	0	0	0.15667	0.22818000000000002	0	0	0	0.13322	0	0.14895	0.23676999999999998	0	0	0	0	0.40078	0	0	0	0.125	0	0.1538
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus|s__Murine_osteosarcoma_virus	10239|||2169561|11632|153135|11830	11.621030000000001	8.11524	11.27857	5.70047	4.28303	7.5221800000000005	4.84433	8.12546	11.05846	10.497530000000001	8.20952	10.779000000000002	10.28037	12.34121	8.19775	8.71935	8.129380000000001	12.030710000000001	5.2898	8.604989999999999	7.898460000000001	9.648819999999999	7.355119999999999	10.882719999999999
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus|s__RD114_retrovirus	10239|||2169561|11632|153135|11834	0	0	0	0	0	0	0	0.17506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified	10239|||	0.6544800000000001	0	0.25082	0	0.31265	0	0.50553	0.25814000000000004	0.5345300000000001	0.76012	0.48685	0	0.25306	0.46411	0.60596	0	0.17638	0	0.049710000000000004	0.3402	0.35429	0.53441	0.15958	0.54879
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Baculoviridae	10239||||10442	0.16409	0	0.25082	0	0.11205999999999999	0	0.12674000000000002	0.25814000000000004	0	0.19057000000000002	0.48685	0	0	0.18607	0.15192	0	0.17638	0	0	0.3402	0	0	0.15958	0.22002
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Baculoviridae|g__Alphabaculovirus	10239||||10442|558016	0.16409	0	0.25082	0	0.11205999999999999	0	0.12674000000000002	0.25814000000000004	0	0.19057000000000002	0.48685	0	0	0.18607	0.15192	0	0.17638	0	0	0.3402	0	0	0.15958	0.22002
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Baculoviridae|g__Alphabaculovirus|s__Chrysodeixis_chalcites_nucleopolyhedrovirus	10239||||10442|558016|320432	0.16409	0	0.25082	0	0.11205999999999999	0	0.12674000000000002	0.25814000000000004	0	0.19057000000000002	0.48685	0	0	0.18607	0.15192	0	0.17638	0	0	0.3402	0	0	0.15958	0.22002
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Flaviviridae	10239||||11050	0	0	0	0	0.03315	0	0	0	0	0	0	0	0	0	0	0	0	0	0.049710000000000004	0	0	0	0	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Flaviviridae|g__Pestivirus	10239||||11050|11095	0	0	0	0	0.03315	0	0	0	0	0	0	0	0	0	0	0	0	0	0.049710000000000004	0	0	0	0	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Flaviviridae|g__Pestivirus|s__Pestivirus_A	10239||||11050|11095|2170080	0	0	0	0	0.03315	0	0	0	0	0	0	0	0	0	0	0	0	0	0.049710000000000004	0	0	0	0	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Polydnaviridae	10239||||10482	0.49038999999999994	0	0	0	0.16745	0	0.37878	0	0.5345300000000001	0.56955	0	0	0.25306	0.27804	0.45403999999999994	0	0	0	0	0	0.28376	0.53441	0	0.32877
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Polydnaviridae|g__Bracovirus	10239||||10482|10485	0.49038999999999994	0	0	0	0.16745	0	0.37878	0	0.5345300000000001	0.56955	0	0	0.25306	0.27804	0.45403999999999994	0	0	0	0	0	0.28376	0.53441	0	0.32877
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Polydnaviridae|g__Bracovirus|s__Cotesia_congregata_bracovirus	10239||||10482|10485|39640	0.49038999999999994	0	0	0	0.16745	0	0.37878	0	0.5345300000000001	0.56955	0	0	0.25306	0.27804	0.45403999999999994	0	0	0	0	0	0.28376	0.53441	0	0.32877
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Potyviridae	10239||||39729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07053	0	0	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Potyviridae|g__Potyvirus	10239||||39729|12195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07053	0	0	0
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Potyviridae|g__Potyvirus|s__Zantedeschia_mild_mosaic_virus	10239||||39729|12195|270478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07053	0	0	0
